situation,clue,thought,polarity
I bought my clothes for the trip from a local store . , the clothes were on sale . , I saved a lot of money . ,1
I bought my clothes for the trip from a local store . , the store was having a sale . , I saved a lot of money . ,1
I bought my clothes for the trip from a local store . , I got what I wanted for a cheaper price . , I saved a lot of money . ,1
I gave my mother a plant for Mother's Day . , she smiled and hugged me . , she was happy . ,1
I gave my mother a plant for Mother's Day . , she smiled and said thank you . , she was happy . ,1
My friend is helping me plan my surprise party . , she has done it before . , it will be a success . ,1
My friend is helping me plan my surprise party . , he is good at keeping secrets . , it will be a success . ,1
My friend is helping me plan my surprise party . , My friend is very detail oriented . , it will be a success . ,1
My friend is helping me plan my surprise party . , she is always full of good ideas . , it is going to be a lot of fun . ,1
My friend is helping me plan my surprise party . , we are both really excited about it . , it is going to be a lot of fun . ,1
My friend is helping me plan my surprise party . , she is my best friend . , she is going to love it . ,1
My friend is helping me plan my surprise party . , she is always helping me with birthday parties . , she is going to love it . ,1
My friend is helping me plan my surprise party . , she is being very helpful and is offering a lot of great ideas . , she is going to love it . ,1
I am keeping my fingers crossed for my job interview today . , I have the qualifications they are looking for . , I will get the job . ,1
I am keeping my fingers crossed for my job interview today . , I am the best candidate and I have prepared a lot . , I will get the job . ,1
I am keeping my fingers crossed for my job interview today . , I have done a lot of research about the company and the position . , that the interview will go well . ,1
I am keeping my fingers crossed for my job interview today . , I am prepared and I have a good feeling about it . , that the interview will go well . ,1
I am keeping my fingers crossed for my job interview today . , the company has been impressed with my resume . , that the interview will go well . ,1
I am going to let my friends know about my upcoming trip to Thailand . , they know I have been wanting to go there for a long time . , they will be happy for me . ,1
I am leading a team of people in a marathon . , we have been training hard . , we can win . ,1
I am leading a team of people in a marathon . , I always pace myself to be at my best during the race . , we can win . ,1
I am leading a team of people in a marathon . , we have practiced a lot and we have a good plan . , we can win . ,1
I am leading a team of people in a marathon . , I used to be a professional athlete . , we can reach the finish line first . ,1
I am leading a team of people in a marathon . , I trust in the team's abilities . , we can reach the finish line first . ,1
I am leading a team of people in a marathon . , we have been training together for the past few months . , we can reach the finish line first . ,1
I am leading a team of people in a marathon . , we have practiced together and I have a lot of confidence in their abilities . , we can complete the race . ,1
I am leading a team of people in a marathon . , I'm a fast runner . , we can complete the race . ,1
I am leading a team of people in a marathon . , I trust their abilities . , we can complete the race . ,1
I put my luggage in the overhead compartment . , it's not too full . , I will be able to close it . ,1
I put my luggage in the overhead compartment . , it is not too heavy . , I will be able to close it . ,1
I put my luggage in the overhead compartment . , it is a small compartment . , I will be able to find it when I land . ,1
I put my luggage in the overhead compartment . , I put it there myself . , I will be able to find it when I land . ,1
I have accepted my friends offer to stay with her in New York for a week . , we always have so much fun when we are together . , I will have a fabulous time . ,1
I have accepted my friends offer to stay with her in New York for a week . , New York is a great city . , it will be a great experience . ,1
I have accepted my friends offer to stay with her in New York for a week . , I will be able to visit new places . , it will be a great experience . ,1
I have accepted my friends offer to stay with her in New York for a week . , I have never been to New York before . , it will be a great experience . ,1
I have accepted my friends offer to stay with her in New York for a week . , New York is a great place to visit . , I will have the time of my life . ,1
I have accepted my friends offer to stay with her in New York for a week . , New York is a great city and I will be able to shop till I drop . , I will have the time of my life . ,1
I have accepted my friends offer to stay with her in New York for a week . , she is always so much fun to be around . , I will have the time of my life . ,1
I have accepted my friends offer to stay with her in New York for a week . , she is one of my best friends . , I am going to enjoy the trip . ,1
I have accepted my friends offer to stay with her in New York for a week . , it will be my first time in New York . , I am going to enjoy the trip . ,1
I have accepted my friends offer to stay with her in New York for a week . , I will be able to explore the city and spend time with my friend . , I am going to enjoy the trip . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she has been gone for a while now . , she will be back home soon . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she seems to be having a great time . , she is doing well . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she has written to me telling me about all the amazing things she has seen . , she is doing well . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she has been sending me postcards . , she is doing well . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she's always wanted to go there . , she is having the time of her life . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she always wanted to go on an adventure . , she is having the time of her life . ,1
I was thinking about my cousin – she's traveling in Africa right now . , we used to be really close when we were younger . , I miss her a lot . ,1
I was thinking about my cousin – she's traveling in Africa right now . , she's been gone for a while . , I miss her a lot . ,1
I am getting in my friend's car to go to the movies . , he is my friend and I know he enjoys my company . , we are going to have fun . ,1
I am getting in my friend's car to go to the movies . , we are good friends and we always have a good time when we hang out . , we are going to have fun . ,1
I am getting in my friend's car to go to the movies . , we are laughing and talking . , we are going to have fun . ,1
I am getting in my friend's car to go to the movies . , we are good friends . , we will have a great time . ,1
I am getting in my friend's car to go to the movies . , I know her very well and we always have fun when we are together . , we will have a great time . ,1
I am getting in my friend's car to go to the movies . , she usually has interesting things to say . , we will have a great time . ,1
My brother-in-law is helping my husband practice for his driving test . , my brother-in-law is a great teacher . , he will pass his driving test on the first try . ,1
My brother-in-law is helping my husband practice for his driving test . , he is a very good driver . , he will pass his driving test on the first try . ,1
My brother-in-law is helping my husband practice for his driving test . , he is a very good driver . , he is going to pass . ,1
My brother-in-law is helping my husband practice for his driving test . , My brother-in-law is a driving instructor  . , he is going to pass . ,1
My brother-in-law is helping my husband practice for his driving test . , he has improved a lot . , he is going to pass . ,1
We putting our own business plan into action . , my partners and I have worked so hard on it . , it will be a success . ,1
We putting our own business plan into action . , we have put a lot of thought and research into it . , it will be a success . ,1
We putting our own business plan into action . , we have put so much effort into it . , it will be a success . ,1
We putting our own business plan into action . , We have put a lot of thought and preparation into it . , it will take off . ,1
We putting our own business plan into action . , I've put a lot of thought and research into it . , it will take off . ,1
We putting our own business plan into action . , I have put a lot of thought and effort into it . , it will take off . ,1
We putting our own business plan into action . , it's not going to be easy . , it will take a lot of discipline and determination . ,1
We putting our own business plan into action . , it's our own business . , it will take a lot of discipline and determination . ,1
We putting our own business plan into action . , it's our own money and we don't want to waste it . , it will take a lot of discipline and determination . ,1
We putting our own business plan into action . , it is a well thought out and researched plan . , it is going to work out great . ,1
We putting our own business plan into action . , we have put so much time and effort into it . , it is going to work out great . ,1
We putting our own business plan into action . , we have put a lot of thought and research into it . , it is going to work out great . ,1
I used my grandparents' old car to get to my friend's house . , it had been working perfectly fine the last time I had used it . , it would  start . ,1
I used my grandparents' old car to get to my friend's house . , it had started every time before . , it would  start . ,1
I used my grandparents' old car to get to my friend's house . , it had been starting fine all week . , it would  start . ,1
I used my grandparents' old car to get to my friend's house . , it's never given me any problems before . , the car would last the whole way without breaking down . ,1
I used my grandparents' old car to get to my friend's house . , it had been well-maintained . , the car would last the whole way without breaking down . ,1
I crowdsourced around for a solution to my problem . , people are generally helpful . , I would find a solution . ,1
I crowdsourced around for a solution to my problem . , many people are generous and willing to help . , I would find one . ,1
I crowdsourced around for a solution to my problem . , people are generally helpful . , I would find one . ,1
I crowdsourced around for a solution to my problem . , people are generally helpful . , I will get many good responses . ,1
I crowdsourced around for a solution to my problem . , people are usually willing to help out when they can . , I will get many good responses . ,1
I crowdsourced around for a solution to my problem . , people are generally helpful . , I will get many good responses . ,1
I crowdsourced around for a solution to my problem . , many people offered their help . , I found the best answer . ,1
I crowdsourced around for a solution to my problem . , many people responded with helpful solutions . , I found the best answer . ,1
I crowdsourced around for a solution to my problem . , many people said it worked for them . , I found the best answer . ,1
I crowdsourced around for a solution to my problem . , people on the internet were giving me great feedback . , I found the right one . ,1
I crowdsourced around for a solution to my problem . , many people suggested it . , I found the right one . ,1
I crowdsourced around for a solution to my problem . , many people responded to my request and provided helpful suggestions . , I found the right one . ,1
I decided to hike up the mountain path behind my house . , I have seen one close to my house before . , I will see a woodpecker . ,1
I decided to hike up the mountain path behind my house . , I read that they are attracted to the area by the sound of the running water . , I will see a woodpecker . ,1
I decided to hike up the mountain path behind my house . , I had never been on that path before . , I would find a secret hidden waterfall . ,1
I decided to hike up the mountain path behind my house . , I had never seen it before . , I would find a secret hidden waterfall . ,1
I decided to hike up the mountain path behind my house . , I had always wanted to explore that path . , I would find a secret hidden waterfall . ,1
I decided to hike up the mountain path behind my house . , I have been told that there are bears in the area . , I will see a bear . ,1
I decided to hike up the mountain path behind my house . , people have been known to see them in the area . , I will see a bear . ,1
I decided to hike up the mountain path behind my house . , I have seen them in the forests before . , I will see a bear . ,1
I decided to hike up the mountain path behind my house . , it was a really steep path . , I was going to get a good workout . ,1
I decided to hike up the mountain path behind my house . , I was feeling really good that day . , I was going to make it to the top . ,1
I was crossing the street and a car yells at me to get out of the way . , I could have gotten hurt . , they should be more careful . ,1
I was crossing the street and a car yells at me to get out of the way . , I am a pedestrian . , they should be more careful . ,1
I was crossing the street and a car yells at me to get out of the way . , they could have hit me . , they should be more careful . ,1
I spend many hours on the phone with my friends . , we usually have a lot to say to each other . , we will talk about interesting topics . ,1
I spend many hours on the phone with my friends . , we have a lot in common . , we will talk about interesting topics . ,1
I spend many hours on the phone with my friends . , we are good at communicating with each other . , we will talk about interesting topics . ,1
I spend many hours on the phone with my friends . , conversation is an important way to build trust and friendship . , I will be able to build strong relationships . ,1
I spend many hours on the phone with my friends . , we can share our secrets and thoughts . , I will be able to build strong relationships . ,1
I spend many hours on the phone with my friends . , I have been talking to them for a long time . , I will be able to build strong relationships . ,1
I spend many hours on the phone with my friends . , they are always talking to me and laughing . , I will have more friends to hang out with . ,1
I spend many hours on the phone with my friends . , they always invite me to their events . , I will have more friends to hang out with . ,1
I am always taking my parents for granted . , they have done so much for me . , I will realize how lucky I am to have them in my life . ,1
I am always taking my parents for granted . , they have always been there for me . , I will realize how lucky I am to have them in my life . ,1
I am always taking my parents for granted . , I become an adult . , I will realize how much they do for me . ,1
I am always taking my parents for granted . , they are always there for me when I need them . , I will realize how much they do for me . ,1
I am always taking my parents for granted . , I will be old and they will be gone . , I will realize how much they do for me . ,1
I took my date to the library on our first date . , she loves books and I was romantic . , I won her heart . ,1
I took my date to the library on our first date . , books are important to her . , I won her heart . ,1
I took my date to the library on our first date . , she loves books and was really excited to be there . , I won her heart . ,1
I took my date to the library on our first date . , going to the library is not a common first date activity . , she appreciated my intellect and we would have a second date . ,1
I took my date to the library on our first date . , she  said  she  enjoyed  it . , she appreciated my intellect and we would have a second date . ,1
I took my date to the library on our first date . , she enjoyed herself and we had a lot in common . , she appreciated my intellect and we would have a second date . ,1
I took my date to the library on our first date . , we both love to read . , it was a romantic gesture . ,1
I took my date to the library on our first date . , no one has ever done something like that for her before . , she was impressed . ,1
I took my date to the library on our first date . , I had picked an interesting and unique date spot . , she was impressed . ,1
I took my date to the library on our first date . , books are important to her . , she was impressed . ,1
I almost hit a pedestrian with my car . , the  police officer said that it was my lucky day . , I won't get a ticket . ,1
I almost hit a pedestrian with my car . , the police officer didn't see it . , I won't get a ticket . ,1
I almost hit a pedestrian with my car . , the police officer saw that I was trying to avoid the person . , I won't get a ticket . ,1
I almost hit a pedestrian with my car . , it could have been a lot worse . , I need to be more careful when driving . ,1
I almost hit a pedestrian with my car . , pedestrians could get hurt . , I need to be more careful when driving . ,1
I almost hit a pedestrian with my car . , it could have been a very dangerous situation . , I need to be more careful when driving . ,1
I almost hit a pedestrian with my car . , it was my fault . , I should have been paying more attention . ,1
I almost hit a pedestrian with my car . , I was driving too fast . , I should have been paying more attention . ,1
I almost hit a pedestrian with my car . , it was my responsibility to do so . , I should have been paying more attention . ,1
I almost hit a pedestrian with my car . , it could have been a serious accident . , I should have been more careful . ,1
I almost hit a pedestrian with my car . , I might have killed him . , I should have been more careful . ,1
I also asked her to be my girlfriend . , we have been getting along really well lately . , she will say yes . ,1
I also asked her to be my girlfriend . , we have been dating for awhile now . , she will say yes . ,1
I also asked her to be my girlfriend . , I have been very nice to her and I know she likes me a lot . , she will say yes . ,1
I also asked her to be my girlfriend . , we have been close friends for a while . , she said yes . ,1
I also asked her to be my girlfriend . , we   had   been   dating   for   a   while . , she said yes . ,1
I also asked her to be my girlfriend . , I am a great catch  . , she said yes . ,1
I also took out the new girl on a date . , she giggled and kissed me on the cheek . , she will call me her boyfriend . ,1
I also took out the new girl on a date . , I have been planning and working hard on our relationship . , she will call me her boyfriend . ,1
I also took out the new girl on a date . , we went to a movie and then dinner . , she will call me her boyfriend . ,1
I also took out the new girl on a date . , she  paid  for  dinner  and  a  movie . , she  was  the  one  for  me . ,1
I also took out the new girl on a date . , she said  yes . , she  was  the  one  for  me . ,1
I also took out the new girl on a date . , we  really  hit  it  off . , she  was  the  one  for  me . ,1
I also took out the new girl on a date . , we had a lot in common and I really like her . , she will be my new girlfriend . ,1
I also took out the new girl on a date . , we kissed goodnight . , she will be my new girlfriend . ,1
I also took out the new girl on a date . , we had a lot in common and she said I was a great listener . , she will be my new girlfriend . ,1
I also took out the new girl on a date . , I  am very happy with her . , that I am going to get married . ,1
I also took out the new girl on a date . , she said yes when I asked her . , that I am going to get married . ,1
I also took out the new girl on a date . , she said she loves me . , that I am going to get married . ,1
I asked my friend to stay for two weeks . , I showed him around and he seemed to like the city . , he will enjoy his time here . ,1
I asked my friend to stay for two weeks . , we always have fun when he is here . , he will enjoy his time here . ,1
I asked my friend to stay for two weeks . , he likes spending time with me . , he will enjoy his time here . ,1
I asked my friend to stay for two weeks . , she is always willing to help me . , she will help me with rent . ,1
I asked my friend to stay for two weeks . , she is always helping me . , she will help me with rent . ,1
I asked my friend to stay for two weeks . , I am in need of help . , she will help me with rent . ,1
I asked my friend to stay for two weeks . , he was laughing and joking the whole time . , he enjoyed his stay . ,1
I asked my friend to stay for two weeks . , he had a lot fun . , he enjoyed his stay . ,1
I asked my friend to stay for two weeks . , he was very active and happy during his stay . , he enjoyed his stay . ,1
I asked my friend to stay for two weeks . , I know she is very organized . , she will bring her own toothbrush . ,1
I asked my friend to stay for two weeks . , she has done it before . , she will bring her own toothbrush . ,1
I called my doctor this morning to schedule an appointment . , they had a cancellation . , I will be able to get in today . ,1
I called my doctor this morning to schedule an appointment . , the receptionist said that there are some cancellations . , I will be able to get in today . ,1
I called my doctor this morning to schedule an appointment . , I have been feeling really sick lately . , I will be able to get in today . ,1
I called my doctor this morning to schedule an appointment . , my copay is only $5 . , my insurance will cover the visit . ,1
I called my doctor this morning to schedule an appointment . , my doctor is in-network . , my insurance will cover the visit . ,1
I called my doctor this morning to schedule an appointment . , I sounded confident and polite on the phone  . , they will have an opening tomorrow . ,1
I called my doctor this morning to schedule an appointment . , I called early in the day . , they will have an opening tomorrow . ,1
I called my doctor this morning to schedule an appointment . , I have an urgent matter to discuss with her . , she is going to be able to see me today . ,1
I called my doctor this morning to schedule an appointment . , I am feeling very sick . , she is going to be able to see me today . ,1
I called my doctor this morning to schedule an appointment . , I have been having some medical issues . , she is going to be able to see me today . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , I have been in a great relationship for over two years now . , she will realize that not every guy is the same and that there are still good guys out there . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , I have been a good friend to her and been there for her during this difficult time . , she will realize that not every guy is the same and that there are still good guys out there . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , they have been through a lot recently . , that they will eventually see the good in them again . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , they are a great person and deserve to be happy . , that they will eventually see the good in them again . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , she has always been a great friend to me . , I need to talk to her and give her some positivity . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , she always confides in me and I want her to be happy . , I need to talk to her and give her some positivity . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , she might not be ready to date again for a long time . , I need to talk to her and give her some positivity . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , I have been in a happy and healthy relationship for over two years now . , I will be able to convince her that not all relationships are bad . ,1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships . , I am in a great one myself . , I will be able to convince her that not all relationships are bad . ,1
I formed a study group for my upcoming test with some people in my class . , we are all willing to help each other and we are all willing to put in the extra effort . , we will all get A's . ,1
I formed a study group for my upcoming test with some people in my class . , we are all working together and we have a good plan . , we will all get A's . ,1
I formed a study group for my upcoming test with some people in my class . , we are all working hard . , we will all get A's . ,1
I formed a study group for my upcoming test with some people in my class . , we are all willing to help each other and we have similar goals . , we will get a good grade . ,1
I formed a study group for my upcoming test with some people in my class . , we are working together and helping each other out . , we will get a good grade . ,1
I formed a study group for my upcoming test with some people in my class . , we can help each other out . , we will all benefit from it . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , he ticks all of the boxes . , they will approve of him . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , he has a lot of the qualities they look for in a guy . , they will approve of him . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , he  sounds  great . , they will approve of him . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they have given me good information in the past . , they will be able to help me out . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they are able to offer me some good advice . , they will be able to help me out . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they have never judged me in the past . , they will give me an honest answer . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they know me well . , they will give me an honest answer . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , we have been friends for a long time . , they will give me an honest answer . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they have known me for a long time . , my friends will be able to help me make a decision . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they are familiar with his type . , my friends will be able to help me make a decision . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they always have in the past . , they are going to give me good feedback . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they always give good feedback . , they are going to give me good feedback . ,1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him . , they are my friends and they want what is best for me . , they are going to give me good feedback . ,1
I gave my mom an excuse for why I was home so late . , I've never lied to her before . , she would believe me . ,1
The cashier gave me an explanation for the high price . , I asked for it politely . , I will get a discount . ,1
The cashier gave me an explanation for the high price . , I have been a regular customer  . , I will get a discount . ,1
The cashier gave me an explanation for the high price . , she was very apologetic . , I was satisfied with the response . ,1
The cashier gave me an explanation for the high price . , it was a valid explanation . , I was satisfied with the response . ,1
The cashier gave me an explanation for the high price . , she was very polite  . , I was satisfied with the response . ,1
My boyfriend gave me flowers for our anniversary . , he always goes above and beyond to make me feel special . , he is the one for me . ,1
My boyfriend gave me flowers for our anniversary . , he always does something special for me on our anniversaries . , he is the one for me . ,1
My boyfriend gave me flowers for our anniversary . , no one has ever made me feel so special . , he is the one for me . ,1
My boyfriend gave me flowers for our anniversary . , he got down on one knee and said Marry Me? , he is going to propose to me . ,1
My boyfriend gave me flowers for our anniversary . , he has been acting strange and he said he has a surprise for me . , he is going to propose to me . ,1
My boyfriend gave me flowers for our anniversary . , he has been hinting at marriage a lot lately . , he is going to propose to me . ,1
My boyfriend gave me flowers for our anniversary . , he always goes out of his way to make me feel special . , he is the sweetest boyfriend ever . ,1
My boyfriend gave me flowers for our anniversary . , he always goes out of his way to make me happy . , he is the sweetest boyfriend ever . ,1
My boyfriend gave me flowers for our anniversary . , I mentioned it to him a few days earlier . , he remembered what day it was . ,1
My boyfriend gave me flowers for our anniversary . , he has never forgotten an important date before . , he remembered what day it was . ,1
My boyfriend gave me flowers for our anniversary . , he has never forgotten our anniversary before . , he remembered what day it was . ,1
I talked to my daughter about getting a cat . , I have seen how she is with other people's pets . , she will take good care of it . ,1
I talked to my daughter about getting a cat . , she loves animals and is very responsible . , she will take good care of it . ,1
I talked to my daughter about getting a cat . , she promised she would . , she will take good care of it . ,1
I talked to my daughter about getting a cat . , she always talks about how much she loves animals . , she will be  very excited . ,1
I talked to my daughter about getting a cat . , she has been asking for a pet for a long time . , she will be  very excited . ,1
I talked to my daughter about getting a cat . , she has been talking about wanting one for a while . , she will be  very excited . ,1
I talked to my daughter about getting a cat . , she has been asking for one for months . , we will go to the shelter this weekend . ,1
I talked to my daughter about getting a cat . , my daughter was very enthusiastic about the idea . , we will go to the shelter this weekend . ,1
I talked to my daughter about getting a cat . , she has been asking for a cat for months . , we will go to the shelter this weekend . ,1
I asked my boyfriend to marry me . , he loves me and we have been together for a long time . , he will say yes . ,1
I ask my neighbors if they know where my lost cat is . , I have never lied to them before . , they will give me honest answers . ,1
I ask my neighbors if they know where my lost cat is . , they are familiar with my cat and have seen it around the neighborhood . , they will give me honest answers . ,1
I ask my neighbors if they know where my lost cat is . , they have always seemed like decent people . , they will give me honest answers . ,1
I ask my neighbors if they know where my lost cat is . , they are good people . , they will give me an answer . ,1
I ask my neighbors if they know where my lost cat is . , they are animal lovers . , they will give me an answer . ,1
I ask my neighbors if they know where my lost cat is . , they know I am a responsible person . , they will give me an answer . ,1
I ask my neighbors if they know where my lost cat is . , they are always outside and she likes to go explore . , they will have seen her . ,1
I ask my neighbors if they know where my lost cat is . , she usually hangs around our block . , they will have seen her . ,1
I ask my neighbors if they know where my lost cat is . , they are always outside and would have noticed a new cat in the neighborhood . , they will have seen her . ,1
I ask my neighbors if they know where my lost cat is . , they have helped me before when I have lost things . , they are going to help me look for her . ,1
I ask my neighbors if they know where my lost cat is . , they are good people . , they are going to help me look for her . ,1
I ask my neighbors if they know where my lost cat is . , they have known me for years and are familiar with my cat . , they are going to help me look for her . ,1
I gave my mother a big hug and kiss goodbye as I left for college . , she  was  crying  and  I  was  too . , I would  miss her terribly . ,1
I gave my mother a big hug and kiss goodbye as I left for college . , we have never been apart for more than a day . , I would  miss her terribly . ,1
I gave my mother a big hug and kiss goodbye as I left for college . , I had never been away from home for more than a weekend . , I would  miss her terribly . ,1
I gave my mother a big hug and kiss goodbye as I left for college . , she was crying and said she loved me . , I am going to see her soon . ,1
I gave my mother a big hug and kiss goodbye as I left for college . , I left her with a big smile and she told me she loved me . , I am going to see her soon . ,1
I gave my mother a big hug and kiss goodbye as I left for college . , I will be home for Thanksgiving in a couple of weeks . , I am going to see her soon . ,1
I helped my friend with their project . , I did my best to help them . , they will get an A . ,1
I helped my friend with their project . , I made sure they did their work and I helped correct any mistakes . , they will get an A . ,1
I helped my friend with their project . , I put a lot of effort into it . , they will get an A . ,1
I helped my friend with their project . , I did it out of the kindness of my heart . , they will appreciate it . ,1
I helped my friend with their project . , ive done this a lot for them . , they will appreciate it . ,1
I helped my friend with their project . , they are doing well in their career . , it would benefit me in the future . ,1
I helped my friend with their project . , it would show that I am a helpful and caring person . , it would benefit me in the future . ,1
I helped my friend with their project . , I would be able to learn more about the project and how it works . , it would benefit me in the future . ,1
I helped my friend with their project . , we are equals and friends . , they will do the same for me . ,1
I helped my friend with their project . , we are always helping each other out . , they will do the same for me . ,1
I helped my friend with their project . , I have worked hard on it . , I would get a good grade . ,1
I helped my friend with their project . , I put a lot of effort into it . , I would get a good grade . ,1
I kept my fingers crossed while my friend proposed to his girlfriend . , he has been planning this for months . , she would say yes . ,1
I kept my fingers crossed while my friend proposed to his girlfriend . , he has been dating her for a long time . , she would say yes . ,1
I kept my fingers crossed while my friend proposed to his girlfriend . , he was holding her hand and she was smiling . , he is going to say yes . ,1
I kept my fingers crossed while my friend proposed to his girlfriend . , he has been talking about her a lot lately . , he is going to say yes . ,1
I kept my fingers crossed while my friend proposed to his girlfriend . , he took a long time to think about it . , he is going to say yes . ,1
I let my friends pick out my outfit for my date . , they are fashionistas . , I will look great . ,1
I let my friends pick out my outfit for my date . , they are fashion experts . , I will look great . ,1
I let my friends pick out my outfit for my date . , they always know what looks good on me . , I will have a great time . ,1
I let my friends pick out my outfit for my date . , my friends have great taste . , I will have a great time . ,1
I let my friends pick out my outfit for my date . , my friends know me well and want me to look good . , I will have a great time . ,1
I let my little brother play with my phone . , I have never had any problems with him before . , he will give it back to me in one piece . ,1
I raised my eyebrow to look arrogant . , I will give them a strong impression . , people will take me more seriously . ,1
I raised my eyebrow to look arrogant . , it will give me an air of authority . , people will take me more seriously . ,1
I raised my eyebrow to look arrogant . , they will think that I am confident . , people will take me more seriously . ,1
I raised my eyebrow to look arrogant . , it always works . , I will get what I want . ,1
I raised my eyebrow to look arrogant . , it works most of the time . , I will get what I want . ,1
I accepted your offer to go on a date . , you  are  a  great  guy  . , we will  have  a  great  time . ,1
I accepted your offer to go on a date . , we  both  like  the  same  things  and  we  get  along  well . , we will  have  a  great  time . ,1
I accepted your offer to go on a date . , I like you and I think you're really nice . , we will  have  a  great  time . ,1
I accepted your offer to go on a date . , we  are  both  in  the  same  field . , we will  have a lot  in common . ,1
I accepted your offer to go on a date . , we  are  both  single  and  looking  for  love . , we will  have a lot  in common . ,1
I accepted your offer to go on a date . , you are really good looking and I like your personality . , it was the best decision I've made all month . ,1
I accepted your offer to go on a date . , you're amazing and I really like you . , it was the best decision I've made all month . ,1
I accepted your offer to go on a date . , you seem like a great guy . , it was the best decision I've made all month . ,1
My boss announced the new intern's arrival . , I have been working in the company for 2 years . , I would be able to train him well . ,1
My boss announced the new intern's arrival . , I am experienced . , I would be able to train him well . ,1
My boss announced the new intern's arrival . , I have experience with the company's workflows . , I would be able to train him well . ,1
My boss announced the new intern's arrival . , I have been working so hard . , that I will get the chance to prove myself . ,1
My boss announced the new intern's arrival . , I have worked hard and i am the most senior intern . , that I will get the chance to prove myself . ,1
My boss announced the new intern's arrival . , I've worked the longest in the company . , that I will get the chance to prove myself . ,1
My boss announced the new intern's arrival . , she is always so full of life . , she will bring needed energy to the workplace . ,1
My boss announced the new intern's arrival . , she is always so lively and happy . , she will bring needed energy to the workplace . ,1
My boss announced the new intern's arrival . , she is always cheerful . , she will bring needed energy to the workplace . ,1
My mother was shaking me because I was coming home so late . , I had stayed out past my curfew . , it was because she was worried about me . ,1
My mother was shaking me because I was coming home so late . , I am her only child . , it was because she was worried about me . ,1
My mother was shaking me because I was coming home so late . , I was out so late . , it was because she was worried about me . ,1
One of my friends talking about his new girlfriend . , he is very happy . , he is going to marry her . ,1
One of my friends talking about his new girlfriend . , he has been together with her for a long time . , he is going to marry her . ,1
One of my friends talking about his new girlfriend . , he has never been so sure about anything in his life . , he is going to marry her . ,1
One of my friends talking about his new girlfriend . , I have been single for a while . , I want a new girlfriend too . ,1
One of my friends talking about his new girlfriend . , he always has a beautiful girlfriend . , I want a new girlfriend too . ,1
I am playing my role as the best man . , I practiced a lot . , I will  make an unforgettable speech . ,1
I am playing my role as the best man . , I want to make people laugh and enjoy . , I will  make an unforgettable speech . ,1
I am playing my role as the best man . , I have been thinking about what to say for weeks . , I will  make an unforgettable speech . ,1
I am playing my role as the best man . , it is important to me . , I will be able to give the speech without any issues . ,1
I am playing my role as the best man . , I have read it over multiple times . , I will be able to give the speech without any issues . ,1
I am playing my role as the best man . , I have done this many times before . , I will be able to give the speech without any issues . ,1
I am playing my role as the best man . , I have been preparing them for weeks in advance . , my speeches will be a success . ,1
I am playing my role as the best man . , I practiced a lot . , my speeches will be a success . ,1
I am playing my role as the best man . , I have a lot of experience with public speaking . , my speeches will be a success . ,1
I put your plan into action and got the girl's number . , you've been so successful with women in the past . , it will work out . ,1
I put your plan into action and got the girl's number . , you said it would . , it will work out . ,1
I put your plan into action and got the girl's number . , she smiled and said yes . , it was a success . ,1
I put your plan into action and got the girl's number . , I  used  your  advice . , it was a success . ,1
I put your plan into action and got the girl's number . , she clearly enjoyed my company and was laughing and smiling a lot . , it was a success . ,1
I used my friend's car to get to the party . , she's out of town . , I wouldn't get caught by my mom . ,1
I used my friend's car to get to the party . , she was sleeping . , I wouldn't get caught by my mom . ,1
